"code_region","departement","hopital","nature","service","etat","autre_precisez","annee_etat","date_etat","date_fin","effectif_total","postes_vacants","site_acquereur","local_devenu","description_victoire","commentaire","destination","nature_destination","prestataire","nb_lits_fermes","transforme_en","ght","ghi","region","id","geom"
"ARA","74","CH G. Deplante Rumilly - 74","public","chirurgie","fermé",NULL,1993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Savoie-Pays de Gex",NULL,"AUVERGNE RHÔNE-ALPES",2339,"0101000020E61000002D69B51B54BF1740E6153217A8EE4640"
"ARA","74","CH G. Deplante Rumilly - 74","public","maternité","fermé",NULL,1975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Savoie-Pays de Gex",NULL,"AUVERGNE RHÔNE-ALPES",2338,"0101000020E61000002D69B51B54BF1740E6153217A8EE4640"
"ARA","74","CH G. Deplante Rumilly - 74","public","urgences","fermé",NULL,1993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Haute Savoie-Pays de Gex",NULL,"AUVERGNE RHÔNE-ALPES",2340,"0101000020E61000002D69B51B54BF1740E6153217A8EE4640"
"ARA","74","CMC Thonon -74","public","psychiatrie","réduit (lits fermés)",NULL,2022,"2022-02-01",NULL,NULL,NULL,NULL,NULL,NULL,"Nouvelle réduction de 20 lits en février 2022 ; sur La Roche sur Foron la volonté est d’en ouvrir 25 ce qui fera de toute manière 17 lits fermés sur le secteur",NULL,NULL,NULL,"20",NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",2518,"0101000020E61000002EB3E497D2CF19401421DEB9B22D4740"
"ARA","74","CMC Thonon -74","public","psychiatrie","transféré",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Délocalisation Psychiatrie : transfert des lits d'hospitalisation complète de psychiatrie du Chablais vers l'EPSM de La Roche sur Foron 2016 ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",2516,"0101000020E61000002EB3E497D2CF19401421DEB9B22D4740"
"ARA","74","CMC Thonon -74","public","psychiatrie","réduit (lits fermés)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture service psy de 22 lits septembre 2021",NULL,NULL,NULL,"22",NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",2517,"0101000020E61000002EB3E497D2CF19401421DEB9B22D4740"
"ARA","74","CMC Thonon -74","public","psychiatrie","maintenu",NULL,2016,"2016-01-01","2021-12-31",NULL,NULL,NULL,NULL,"Victoire : blocage des délocalisations 2016-2021",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"AUVERGNE RHÔNE-ALPES",2519,"0101000020E61000002EB3E497D2CF19401421DEB9B22D4740"
"BFC","21","CH Auxonne - 21","public","soins de suite et rééducation","interrompu",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture temporaire du SSR début 2015",NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",2469,"0101000020E610000056EDEF43848A1540EA674FEC99984740"
"BFC","21","CHHCO Alise Sainte Reine - 21","public","soins longue durée","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture USLD (30 lits) création d'un PASA (pôle d'activités et de soins adaptés) )et de 2 UVP (Unités de Vie Protégée) - 2018",NULL,NULL,NULL,"30",NULL,"GHT Côte d'Or - Haute Marne","CHHCO","BOURGOGNE FRANCHE-COMTÉ",437,"0101000020E610000049A6D5A13CF11140A2A82909DDC44740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","soins continus","fermé",NULL,2009,"2009-06-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1649,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","médecine","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1653,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","laboratoire d'analyses biologiques","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1650,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","maternité","fermé",NULL,2008,"2008-07-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1647,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","chirurgie","fermé",NULL,2009,"2009-06-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1648,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","chimiothérapie","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1652,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Châtillon sur Seine - 21","public","urgences","menacé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHHCO","BOURGOGNE FRANCHE-COMTÉ",1651,"0101000020E6100000E5BEA014814B12404A5DDABA23EE4740"
"BFC","21","CHHCO Montbard - 21","public","maternité","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",1630,"0101000020E6100000D5173A2BA15C1140435E1FE7EACF4740"
"BFC","21","CHHCO Montbard - 21","public","urgences","fermé",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",1631,"0101000020E6100000D5173A2BA15C1140435E1FE7EACF4740"
"BFC","21","CHHCO Montbard - 21","public","laboratoire","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",1632,"0101000020E6100000D5173A2BA15C1140435E1FE7EACF4740"
"BFC","21","CHHCO Vitteaux - 21","public","médecine","fermé",NULL,2018,"2018-03-05",NULL,NULL,NULL,NULL,"UHR (unité d’hébergement renforcée)",NULL,"Médecine fermée (15 lits)  remplacée par une UHR au 05/03/2018",NULL,NULL,NULL,"15",NULL,"GHT Côte d'Or - Haute Marne","CHHCO","BOURGOGNE FRANCHE-COMTÉ",436,"0101000020E6100000CFD357F89527124081FF8FCED1B24740"
"BFC","21","CH Semur-en-Auxois - 21","public","plateau technique",NULL,"à vérifier",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",392,"0101000020E6100000B1C2BC5D226211402BE36C7E57BF4740"
"BFC","21","CH Semur-en-Auxois - 21","public","pédiatrie","menacé",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",393,"0101000020E6100000B1C2BC5D226211402BE36C7E57BF4740"
"BFC","21","CH Semur-en-Auxois - 21","public","pédiatrie gynécologique","transféré",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Délocalisation et réduction de la pédiatrie gynécologique 2017",NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",391,"0101000020E6100000B1C2BC5D226211402BE36C7E57BF4740"
"BFC","21","CHS La Chartreuse Dijon - 21","public","psychiatrie","réduit (lits fermés)",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture de l’unité Rameau de 22 lits 2016",NULL,NULL,NULL,"22",NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",2749,"0101000020E61000004B3641F082111440B74F7D1F06A94740"
"BFC","21","CHS La Chartreuse Dijon - 21","public","psychiatrie","réduit (autre)",NULL,2018,"2018-02-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture d’un service février 2018",NULL,NULL,NULL,NULL,NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",2752,"0101000020E61000004B3641F082111440B74F7D1F06A94740"
"BFC","21","CHS La Chartreuse Dijon - 21","public","psychiatrie","transformé",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réduction : l’unité Belle Vue devient simple Hospitalisation de jour 2016",NULL,NULL,NULL,NULL,"hospitalisation de jour","GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",2750,"0101000020E61000004B3641F082111440B74F7D1F06A94740"
"BFC","21","CHS La Chartreuse Dijon - 21","public","psychiatrie","réduit (lits fermés)",NULL,2017,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture d’environ 3 unités, soit 62 lits avec ceux de 2016 - été 2017",NULL,NULL,NULL,"40 ?",NULL,"GHT Côte d'Or - Haute Marne",NULL,"BOURGOGNE FRANCHE-COMTÉ",2751,"0101000020E61000004B3641F082111440B74F7D1F06A94740"
"BFC","21","HCB Nuits-Saint-Georges - 21","public","médecine","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2509,"0101000020E6100000BFCFE6DEB3CB1340D52A3DD52F914740"
"BFC","21","HCB Nuits-Saint-Georges - 21","public","soins de suite et rééducation","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2510,"0101000020E6100000BFCFE6DEB3CB1340D52A3DD52F914740"
"BFC","21","HCB Nuits-Saint-Georges - 21","public","gériatrie","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2508,"0101000020E6100000BFCFE6DEB3CB1340D52A3DD52F914740"
"BFC","21","HCB - Philippe le Bon Beaune - 21","public","soins de suite et rééducation","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2505,"0101000020E61000005D16E75EAA55134025A6ABE045844740"
"BFC","21","HCB - Philippe le Bon Beaune - 21","public","gériatrie","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2503,"0101000020E61000005D16E75EAA55134025A6ABE045844740"
"BFC","21","HCB - Philippe le Bon Beaune - 21","public","médecine","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or","HCB","BOURGOGNE FRANCHE-COMTÉ",2504,"0101000020E61000005D16E75EAA55134025A6ABE045844740"
"BFC","21","HCB Seurre - 21","public","soins de suite et rééducation","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or",NULL,"BOURGOGNE FRANCHE-COMTÉ",2513,"0101000020E6100000CC56E6FE22961440F131D4DC747F4740"
"BFC","21","HCB Seurre - 21","public","médecine","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or",NULL,"BOURGOGNE FRANCHE-COMTÉ",2512,"0101000020E6100000CC56E6FE22961440F131D4DC747F4740"
"BFC","21","HCB Seurre - 21","public","gériatrie","réduit (autre)",NULL,2021,"2021-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Gériatrie, Médecine, SSR septembre 2021",NULL,NULL,NULL,NULL,NULL,"GHT Sud Côte d’Or",NULL,"BOURGOGNE FRANCHE-COMTÉ",2511,"0101000020E6100000CC56E6FE22961440F131D4DC747F4740"
"BFC","25","CHIHC Pontarlier - 25","public","chirurgie","réduit (autre)",NULL,2016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté","CHIHC","BOURGOGNE FRANCHE-COMTÉ",2458,"0101000020E6100000A028C9EE2E70194076D647F553734740"
"BFC","25","CHIHC Pontarlier - 25","public","urgences psychiatriques","menacé",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté","CHIHC","BOURGOGNE FRANCHE-COMTÉ",2460,"0101000020E6100000A028C9EE2E70194076D647F553734740"
"BFC","25","CHIHC Pontarlier - 25","public","chirurgie","réduit (lits fermés)",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réduction Chirurgie de 10 lits été 2018",NULL,NULL,NULL,"10",NULL,"GHT Centre Franche Comté","CHIHC","BOURGOGNE FRANCHE-COMTÉ",2459,"0101000020E6100000A028C9EE2E70194076D647F553734740"
"BFC","25","Ch Nappez Morteau - 25","public","radiologie","fermé",NULL,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Cabinet Privé de radiologie 2022",NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2461,"0101000020E61000002755E487BD6C1A404C69F3096D874740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","chirurgie digestive","réduit (lits fermés)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réductions Chirurgie digestive 10 lits (20%) fin 2021",NULL,NULL,NULL,"10",NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2707,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","psychiatrie","menacé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Grave crise de la psychiatrie publique 2021-22 dans un service encore dans les vieux locaux de Saint-Jacques au centre ville",NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2827,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","neurochirurgie","réduit (lits fermés)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réductions Neurochirurgie 5 lits (10%) + vacation opératoire 10% fin 2021",NULL,NULL,NULL,"5",NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2706,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","soins de suite et rééducation gériatrie","réduit (lits fermés)",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réductions SSR Gériatrie 30 lits (20%) fin 2021",NULL,NULL,NULL,"30",NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2708,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","neurochirurgie","réduit (lits fermés)",NULL,2022,"2022-05-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction 8 lits neurochirurgie mai 2022",NULL,NULL,NULL,"8",NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2709,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","soins de suite et rééducation","réduit (autre)",NULL,2020,"2020-07-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2704,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","soins de suite et rééducation","interrompu","à vérifier (réduit ou interrompu)",2020,"2020-10-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture temporaire SSR 28 lits depuis octobre 2020",NULL,NULL,NULL,"28",NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2705,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHRU Jean Minjoz Besançon - 25","public","médecine interne","fermé",NULL,2022,"2022-05-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2710,"0101000020E6100000A99C6EA24DD917407674FA14CE9C4740"
"BFC","25","CHS Novillars - 25","public","unité de jour psychiatrique","fermé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Unité de jour Psy début 2021",NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",251,"0101000020E61000009E4C404E9A89184020F4D54296A44740"
"BFC","25","Clin. Portes du Jura Montbéliard - 25","privé","maternité","fermé",NULL,2015,"2015-06-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"BOURGOGNE FRANCHE-COMTÉ",1837,"0101000020E61000007CCE7042C6361B40C3D33A08A5BF4740"
"BFC","25","CSSR Tilleroyes Besançon - 25","public","gériatrie","réduit (lits fermés)",NULL,2019,"2019-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction de 45 lits en septembre SSR et Gériatrie 2019",NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2059,"0101000020E610000039585810FCD81740103FDEAE089E4740"
"BFC","25","CSSR Tilleroyes Besançon - 25","public","soins de suite et rééducation","réduit (lits fermés)",NULL,2019,"2019-09-01",NULL,NULL,NULL,NULL,NULL,NULL,"Réduction de 45 lits en septembre SSR et Gériatrie 2019",NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2058,"0101000020E610000039585810FCD81740103FDEAE089E4740"
"BFC","25","CSSR Tilleroyes Besançon - 25","public","soins de suite et rééducation","interrompu",NULL,NULL,"2022-04-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Centre Franche Comté",NULL,"BOURGOGNE FRANCHE-COMTÉ",2060,"0101000020E610000039585810FCD81740103FDEAE089E4740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"ophtalmologie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",321,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"urgences","menacé",NULL,2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",324,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"pédiatrie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",319,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"chirurgie traumatique","fermé",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",322,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"diabétologie","fermé",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",320,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"psychiatrie","transféré",NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Psychiatrie vers privé St Rémy 2007",NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",318,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","25","HNFC Mittan Montbéliard - 25",NULL,"urgences pédiatriques de nuit","fermé",NULL,2015,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Urgences pédiatriques de nuit - fin 2015",NULL,NULL,NULL,NULL,NULL,"GHT Nord Franche Comté","HNFC","BOURGOGNE FRANCHE-COMTÉ",325,"0101000020E6100000A996F92CD4251B400A23D2EF3CC34740"
"BFC","39","Centre Truchot - Dole - 39",NULL,"EHPAD","fusionné",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"BOURGOGNE FRANCHE-COMTÉ",2753,"0101000020E6100000FEECAE4046E315405ADBA5174C8A4740"
"BFC","39","CHIPR Salins-les-Bains - 39","public","urgences","fermé",NULL,1999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHIPR","BOURGOGNE FRANCHE-COMTÉ",279,"0101000020E6100000EF2F4ADCD28117400B05CD4156784740"
"BFC","39","CHJS Champagnole - 39","public","soins de suite et rééducation","fermé",NULL,2021,"2021-10-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2481,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Champagnole - 39","public","chirurgie","transféré",NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CHJS Lons le Saulnier - 39","public",NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2478,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Champagnole - 39","public","urgences de nuit","interrompu",NULL,2019,"2019-07-01","2019-08-01",NULL,NULL,NULL,NULL,NULL,"Fermeture Urgences de nuit été 2019",NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2480,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Champagnole - 39","public","urgences","menacé",NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2483,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Champagnole - 39","public","SMUR","menacé",NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2482,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Champagnole - 39","public","médecine","réduit (lits fermés)",NULL,2018,"2018-11-01",NULL,NULL,NULL,NULL,NULL,NULL,"Fermeture Médecine 31 lits novembre 2018",NULL,NULL,NULL,"31",NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2479,"0101000020E6100000DDB64C3EDAA11740B59AEC63765F4740"
"BFC","39","CHJS Lons le Saulnier - 39","public","SMUR","réduit (autre)",NULL,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SMUR 2° ligne 2019",NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2475,"0101000020E610000023718FBE7D33164079E9291A9E564740"
"BFC","39","CHJS Lons le Saulnier - 39","public","urgences","réduit (autre)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Réduction « Urgences » fin 2021",NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2476,"0101000020E610000023718FBE7D33164079E9291A9E564740"
"BFC","39","CHJS Lons le Saulnier - 39","public","dialyse","privatisé",NULL,2021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Privatisation : 10 lits de dialyse 2021",NULL,NULL,NULL,"10",NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",2477,"0101000020E610000023718FBE7D33164079E9291A9E564740"
"BFC","39","CHJS Orgelet - 39","public","moyen séjour","menacé",NULL,2014,"2014-10-01",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GHT Jura","CHJS","BOURGOGNE FRANCHE-COMTÉ",693,"0101000020E6100000364B3C4A2B6C1640CBE45825E9414740"
"BFC","39","CH Léon Bérard Morez - 39","public","médecine","menacé",NULL,NULL,"2017-06-01",NULL,NULL,NULL,NULL,NULL,NULL,"Menace sur les 10 lits de médecine juin 2017",NULL,NULL,NULL,"10",NULL,"GHT Jura",NULL,"BOURGOGNE FRANCHE-COMTÉ",522,"0101000020E61000002A6BB486D5111840782845EC29444740"
"BFC","39","CH L. Jallion Saint-Claude - 39","public","pédiatrie","fermé",NULL,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"été 2018",NULL,NULL,NULL,NULL,NULL,"GHT Jura",NULL,"BOURGOGNE FRANCHE-COMTÉ",2271,"0101000020E6100000F34A26F18977174048DFFCFD56314740"
