nom_hopital;id;id_hopital;suppressions;effectif_total;postes_vacants;service;etat;date_etat;date_fin;annee_etat;nb_lits_fermes;nb_lits_menaces;categorie;commentaire;detail_reduction;autre_etat;description_victoire;local_devenu;transforme_en;prestataire
CH Flaubert - Le Havre - 76;136;51;;;;gynécologie obstétrique;transfert;;;2010;;;;;;;;;;
CH Flaubert - Le Havre - 76;137;51;;;;urgences pédiatriques;transfert;;;2010;;;urgences;;;;;;;
CH Flaubert - Le Havre - 76;138;51;;;;services administratifs;transfert;;;2010;;;administration;;;;;;;
CH Flaubert - Le Havre - 76;135;51;;;;pédiatrie;transfert;;;2010;;;pédiatrie;;;;;;;
CH Flaubert - Le Havre - 76;533;51;;;;centre mucoviscidose;menace;;;2011;;;;;à vérifier;;;;;
CH Fontenay le Comte - 85;557;189;;;;maternité;menace;;;2020;;;maternité;Menace Pédiatrie et Maternité 2020-2021;;;;;;
CH Fontenay le Comte - 85;556;189;;;;pédiatrie;menace;;;2020;;;pédiatrie;Menace Pédiatrie et Maternité 2020-2021;;;;;;
CH Fontenay le Comte - 85;2908;189;;;;MCO;transfert;;;2004;;;;;;;;;;
CH Fontenay le Comte - 85;3079;189;;;;urgences;interruption;;;2023;;;urgences;"nouvelle fermeture des urgences de l'hôpital de Fontenay-le-Comte de vendredi 28 avril 18h30 à samedi 8h30.
 
 C'est donc une soirée et une nuit qui viennent s'ajouter aux fermetures de 3 jours du week-end dernier et d'une nuit la semaine précédente.";;;;;;
CH Fontenay le Comte - 85;167;189;;;;chirurgie;fermeture;;;2004;;;chirurgie;;;;;;;
CH Fontenay le Comte - 85;168;189;;;;hospitalisation psychiatrique;fermeture;;;2015;15;;psychiatrie;Fermeture hospitalisation psychiatrique de 15 lits 2015;;;;;;
CH Fougères - 35;719;679;;;;urgences;réduction;2021-12-01;2021-12-31;2021;;;urgences;;;;;;;
CH Fougères - 35;718;679;;;;urgences;réduction;2021-07-01;2021-08-31;2021;;;urgences;;;;;;;
CH Fougères - 35;717;679;;;;cardiologie;réduction;;;2019;5;;cardiologie;Réduction (5 lits) cardiologie été 2019;fermeture de lits;;;;;
CH Fourmies - 59;553;560;;;;maternité;menace;;;2021;;;maternité;;;;;;;
CH Fourmies - 59;555;560;;;;chirurgie;menace;;;2021;;;chirurgie;projet de transfert de la chirurgie vers la Polyclinique privée de la Thiérache de Wignehies;;;;;;
CH Fourmies - 59;554;560;;;;urgences;menace;;;2021;;;urgences;;;;;;;
CH Fécamp - 76;3301;266;;;;urgences;réduction;;;2025;;;urgences;Urgences fragilisées avec interruption et obligation de passer par le 15 en début 2025.;;;;;;
CH Fécamp - 76;306;266;;;;chirurgie;fermeture;;;-1;;;chirurgie;;;;;;;
CH Fécamp - 76;3229;266;;;;urgences;réduction;;;2024;;;urgences;Fermeture des urgences 4 jours en avril 2024;;;;;;
CH G. Deplante Rumilly - 74;2338;800;;;;maternité;fermeture;;;1975;;;maternité;;;;;;;
CH G. Deplante Rumilly - 74;2339;800;;;;chirurgie;fermeture;;;1993;;;chirurgie;;;;;;;
CH G. Deplante Rumilly - 74;2340;800;;;;urgences;fermeture;;;1993;;;urgences;;;;;;;
CH Genevieve De Gaulle Anthonioz - Saint-Dizier - 52;1908;625;;;;urgences;réduction;;;2021;;;urgences;Réduction des Urgences pour fin 2021-22;;;;;;
CH Gisors - 27;3019;579;;;;chirurgie;interruption;;;2022;;;chirurgie;;interruption estivale;;;;;
CH Gisors - 27;3067;579;;;;maternité;menace;;;2023;;;maternité;Menace au printemps 2023, accentué par la loi Rist;;;;;;
CH Gonesse - 95;1591;118;;;;réanimation;menace;;;2021;;;réanimation;;;;;;;
CH Gonesse - 95;1589;118;;;;médecine interne;menace;2019-04-01;;2019;;;médecine;;;;;;;
CH Gonesse - 95;1590;118;;;;angioplastie coronarienne;menace;;;-1;;;;;;;;;;
CH Gonesse - 95;1588;118;;;;cardiologie interventionnelle;fermeture;;;2011;;;cardiologie;;;;;;;
CH Grasse - 06;677;426;;;;réanimation;menace;2011-01-01;2013-12-31;2011;;;réanimation;Réanimation 2011-2013;;;;;;
CH Grasse - 06;678;426;;;;réanimation;menace;;;2016;;;réanimation;suppression pour 2016 ?;;;;;;
CH Guebwiller - 68;150;50;;;;urgences de nuit;interruption;2021-09-01;;2021;;;urgences;septembre 2021;;;;;;
CH Guebwiller - 68;149;50;;;;maternité;fermeture;;;2003;;;maternité;;;;;;;
CH Guingamp - 22;1786;56;;;;maternité;privatisation;;;2021;;;maternité;Maternité fin programmée en 2021 au profit de l'hôpital privé des Côtes d'Armor;;;;;;
CH Guingamp - 22;1788;56;;;;chirurgie;menace;;;2021;;;chirurgie;Menace sur Maternité et sur le plateau technique en Chirurgie 2021;;;;;;
CH Guingamp - 22;1787;56;;;;maternité;menace;;;2018;;;maternité;;;;;;;
CH Guingamp - 22;1790;56;;;;maternité;maintien;;;2018;;;maternité;;;;;;;
CH Guingamp - 22;1791;56;;;;chirurgie;maintien;;;2021;;;chirurgie;;;;;;;
CH Guingamp - 22;1789;56;;;;chirurgie;menace;;;2022;;;chirurgie;;;;;;;
CH Guingamp - 22;3061;56;;;;maternité;interruption;;;2023;;;maternité;Interruption maternité printemps 2023;;;;;;
CH Guingamp - 22;3158;56;;;;urgences;interruption;;;2023;;;urgences;Interruptions des urgences début août 2023;;;;;;
CH Guingamp - 22;3174;56;;;;maternité;interruption;;;2023;;;maternité;Maternité suspendue pour 6 mois supplémentaires en automne 2023;;;;;;
CH Guingamp - 22;3292;56;;;;urgences;réduction;;;2024;;;urgences;Nouvelle régulation des urgences novembre 2024.;;;;;;
CH Guise - 02;61;85;;;;urgences;réouverture;;;2020;;;urgences;;;;Reprise des urgences : https://www.lobservateur.fr/aisne/2022/03/17/hopital-les-urgences-rouvertes-du-lundi-au-vendredi/;;;
CH Guise - 02;60;85;;;;urgences;fermeture;2019-12-01;;2019;;;urgences;fin 2019-début 2020;;;;;;
CH Guise - 02;1827;85;;;;urgences;fermeture;;;2020;;;urgences;fin 2020;;;;;;
CH Guise - 02;59;85;;;;chirurgie;fermeture;;;2019;;;chirurgie;;;;;;;
CH Guise - 02;58;85;;;;maternité;fermeture;;;1994;;;maternité;;;;;;;
CH Gustave Dron Tourcoing - 59;1555;263;;;;maternité;réouverture;;;2020;;;maternité;Interruption Maternité 2019 et partielle délocalisation sur Roubaix, mais reprise après 5 mois de fermeture en mars 2020;reprise ?;;"Interruption Maternité 2019 et partielle délocalisation sur Roubaix, mais reprise après 5 mois de fermeture en mars 2020""";;;
CH Gustave Dron Tourcoing - 59;1554;263;;;;maternité;interruption;;;2019;;;maternité;Interruption Maternité 2019 et partielle délocalisation sur Roubaix, mais reprise après 5 mois de fermeture en mars 2020;;;;;;
CH Guy Thomas Riom - 63;266;72;;;;soins longue durée;transformation;;;2018;;;;Déclassement longue durée en médico-social EHPAD 2018;;;;;médico-social EHPAD;
CH Guy Thomas Riom - 63;267;72;;;;EHPAD;menace;;;2019;;;gériatrie;"EHPAD ""Les jardins"" menacé 2019";;;;;;
CH Guéret - 23;520;22;;;;radiothérapie;réouverture;2011-03-01;;2011;;;;;;;Réouverture radiothérapie – Mars 2011;;;
CH Guéret - 23;519;22;;;;radiothérapie;fermeture;2010-06-01;;2010;;;;Centre radiothérapie (créé en 2006) juin 2010;;;;;;
CH Gérardmer - 88;2596;236;;;;médecine;menace;;;-1;;;médecine;;;;;;;
CH Gérardmer - 88;2595;236;;;;SMUR;interruption;;;2020;;;SMUR;Urgences et SMUR fermeture temporaire sept.2020;;;;;;
CH Gérardmer - 88;2594;236;;;;urgences;interruption;2020-09-01;;2020;;;urgences;Urgences et SMUR fermeture temporaire sept.2020;;;;;;
CH Gérardmer - 88;2598;236;;;;soins non programmés;menace;;;2019;;;;;;;;;;
CH Gérardmer - 88;2597;236;;;;soins palliatifs;menace;;;-1;;;;Soins palliatifs par manque de moyens;;;;;;
CH Gérardmer - 88;3046;236;;;;radiologie;transformation;;;-1;;;imagerie médicale;lits en soins de suite;;;;;soins de suite;
CH Gérardmer - 88;2591;236;;;;chirurgie;fermeture;;;2005;;;chirurgie;2005/2006;;;;;;
CH Gérardmer - 88;2589;236;;;;maternité;fermeture;;;1990;;;maternité;;;;;;;
CH Gérardmer - 88;2590;236;;;;buanderie;fermeture;;;2002;;;services annexes;;;;;;;
CH Gérardmer - 88;2592;236;;;;endoscopie;fermeture;;;2005;;;imagerie médicale;2005/2006;;;;;;
CH Gérardmer - 88;2593;236;;;;urgences de nuit;fermeture;;;2004;;;urgences;;;;;;;
CH H. Mondor Aurillac - 15;2316;350;;;;réanimation;menace;;;2013;;;réanimation;Réanimation 2013-2014;;;;;;
CH H. Mondor Aurillac - 15;2315;350;;;;SMUR;interruption;;;2019;;;SMUR;Fermeture temporaire SMUR fin 2019;;;;;;
CH H. Mondor Aurillac - 15;2314;350;;;;réanimation;réduction;;;2014;;;réanimation;;;;;;;
CH Haguenau - 67;262;844;;;;soins intensifs;réduction;2013-01-01;2018-12-31;2013;2;;;Réduction 2 lits Soins intensifs 2013-2018;fermeture de lits;;;;;
CH Haguenau - 67;2525;844;;;;réanimation;réduction;2013-01-01;2018-12-31;2013;;;réanimation;Réduction 3 lits réanimation 2013-2018;fermeture de lits;;;;;
CH Henri Duffaut Avignon - 84;253;219;;;;urgences psychiatriques;réduction;;;2019;;;psychiatrie;Suppressions postes 2019;;;;;;
CH Henri Duffaut Avignon - 84;604;219;;;;urgences;menace;;;2014;;;urgences;Urgences en difficultés par manque de personnel - 2014;;;;;;
CH Henri Dunant La-Charité-sur-Loire - 58;2514;835;;;;médecine;fermeture;;;2022;;;médecine;Fermeture Médecine faute de médecin début 2022;;;;;;
CH Houdan - 78;3219;965;;;;unité de soins palliatifs;menace;;;2024;;;soins de suite et rééducation;Menace de fermeture de la seule unité de soins palliatifs des Yvelines en début 2024.;;;;;;
CH Hyères - 83;512;3;;;;réanimation;menace;;;2013;;;réanimation;;;;;;;
CH Hyères - 83;514;3;;;;maternité;menace;;;2018;;;maternité;Maternité 2018-2019;;;;;;
CH Hyères - 83;513;3;;;;chirurgie;menace;;;2015;;;chirurgie;;;;;;;
CH Hyères - 83;95;3;;;;cardiologie;réduction;;;2008;;;cardiologie;;;;;;;
CH Hyères - 83;96;3;;;;médecine polyvalente;transformation;;;2007;15;;médecine;Médecine polyvalente - 2007, transformation de 15 lits sur 32 en court séjour gériatrique;;;;;court séjour gériatrique (15 lits sur 32);
CH Hyères - 83;511;3;;;;chirurgie;menace;;;2012;;;chirurgie;;;;;;;
CH Hyères - 83;98;3;;;;soins longue durée;fermeture;;;2009;135;;;USLD : transformation de 135 lits  en EPHAD;;;;EHPAD;;
CH Hyères - 83;97;3;;;;médecine polyvalente;réduction;;;2009;;;médecine;Réduction à 10 lits Médecine polyvalente;fermeture de lits;;;;;
CH Hyères - 83;99;3;;;;réanimation;fermeture;;;2015;;;réanimation;;;;;;;
CH Hyères - 83;94;3;;;;USIC;fermeture;;;2008;;;;;;;;;;
CH Hyères - 83;101;3;;;;bloc opératoire de nuit;fermeture;;;2015;;;bloc opératoire;;;;;;;
CH Hôtel-Dieu Lyon - 69;69;509;;;;biologie et imagerie d'urgence;fermeture;;;2009;;;laboratoire;;;;;;;
CH Hôtel-Dieu Lyon - 69;2644;509;;;;centre d'orthogénie;menace;;;2010;;;;;;;;;;
CH Hôtel-Dieu Lyon - 69;65;509;;;;maternité;fermeture;;;2009;;;maternité;;;;;;;
CH Hôtel-Dieu Lyon - 69;66;509;;;;réanimation;fermeture;;;2009;;;réanimation;;;;;;;
CH Hôtel-Dieu Lyon - 69;67;509;;;;chirurgie;fermeture;;;2009;;;chirurgie;;;;;;;
CH Hôtel-Dieu Lyon - 69;68;509;;;;centre IVG;fermeture;;;2009;;;IVG;;;;;;;
CH Hôtel-Dieu Pont L'Abbé - 29;239;195;;;;chirurgie hors ambulatoire;transfert;2014-01-01;;2014;;;chirurgie;Chirurgie (sauf ambulatoire) transférée sur Quimper janvier 2014;;;;;;
CH Hôtel-Dieu Pont L'Abbé - 29;237;195;;;;maternité;transformation;;;2001;;;maternité;Maternité 2001 : création d’un Centre Périnatal de Proximité (CPP);;;;;;
CH Hôtel-Dieu Pont L'Abbé - 29;238;195;;;;urgences;fermeture;;;2010;;;urgences;;;;;;;
CH J. Coeur - Bourges - 18;2124;185;;;;urgences;menace;;;2018;;;urgences;Crise aux urgences 2018;;;;;;
CH J. Coeur - Bourges - 18;2119;185;;;;SMUR;réduction;;;2018;;;SMUR;Fermeture partielle du SMUR 2018;;;;;;
CH J. Coeur - Bourges - 18;2120;185;;;;SMUR;réduction;2021-10-01;;2021;;;SMUR;Réduction du SMUR et urgences octobre 2021;;;;;;
CH J. Coeur - Bourges - 18;2125;185;;;;urgences;menace;;;2020;;;urgences;Crise aux urgences 2020;;;;;;
CH J. Coeur - Bourges - 18;2126;185;;27;23;urgences;réduction;;;2021;;;urgences;Grave crise aux urgences 4 postes occupés sur 27, fin 2021;;;;;;
CH J. Coeur - Bourges - 18;2121;185;;;;gériatrie;réduction;;;2021;;;gériatrie;Réduction en gériatrie, cardiologie, réanimation : 52 lits fermés soit 6% des lits fin 2021;fermeture de lits;;;;;
CH J. Coeur - Bourges - 18;2122;185;;;;cardiologie;réduction;;;2021;;;cardiologie;Réduction en gériatrie, cardiologie, réanimation : 52 lits fermés soit 6% des lits fin 2021;fermeture de lits;;;;;
CH J. Coeur - Bourges - 18;2123;185;;;;réanimation;réduction;;;2021;;;réanimation;Réduction en gériatrie, cardiologie, réanimation : 52 lits fermés soit 6% des lits fin 2021;fermeture de lits;;;;;
CH J. Coeur - Bourges - 18;3288;185;;;;Pédiatrie;réduction;;;2024;;;pédiatrie;Pédiatrie en grande difficulté, réduction du fait du manque de médecins Novembre 2024.;;;;;;
CH Jacques Lacarin Vichy - 03;521;1;;;;psychiatrie infanto-juvénile;menace;;;2019;;;psychiatrie;;;;;;;
CH Jacques Lacarin Vichy - 03;113;1;;;;pédopsychiatrie;interruption;2021-12-01;2022-01-31;2021;;;psychiatrie;Fermeture temporaire de la pédopsychiatrie décembre 2021-janvier 2022;;;;;;
CH Jean Hameau Arcachon - 33;2101;436;;;;cuisine;menace;;;-1;;;services annexes;;;;;;;
CH Jean Hameau Arcachon - 33;2096;436;;;;radiologie;privatisation;;;-1;;;imagerie médicale;;;;;;;
CH Jean Hameau Arcachon - 33;2095;436;;;;nettoyage;sous-traitance;;;-1;;;services annexes;Équipe Ménage _privé;;;;;;
CH Jean Hameau Arcachon - 33;2100;436;;;;pharmacie;menace;;;-1;;;;;;;;;;
CH Jean Hameau Arcachon - 33;2094;436;;;;ophtalmologie;privatisation;;;-1;;;;;;;;;;
CH Jean Hameau Arcachon - 33;2092;436;;;;ORL;privatisation;;;-1;;;;;;;;;;
CH Jean Hameau Arcachon - 33;2093;436;;;;stomatologie;privatisation;;;-1;;;;;;;;;;
CH Jean Hameau Arcachon - 33;2098;436;;;;laboratoire;menace;;;-1;;;laboratoire;;;;;;;
CH Jean Hameau Arcachon - 33;2099;436;;;;stérilisation;menace;;;-1;;;;;;;;;;
CH Jean Hameau Arcachon - 33;2097;436;;;;réanimation;transformation;;;-1;;;réanimation;;;;;;soins continus;
CH Jean Marcel Brignoles - 83;631;294;;;;SMUR;menace;;;2021;;;SMUR;;;;;;;
CH Jean Marcel Brignoles - 83;630;294;;;;chirurgie;menace;;;2015;;;chirurgie;;;;;;;
CH Jean Marcel Brignoles - 83;629;294;;;;chirurgie;menace;;;2011;;;chirurgie;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1559;304;;;;SMUR;interruption;;;2017;;;SMUR;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1561;304;;;;urgences;interruption;;;2019;;;urgences;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1558;304;;;;urgences;interruption;;;2017;;;urgences;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1560;304;;;;urgences;menace;;;2015;;;urgences;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1556;304;;;;maternité;fermeture;;;2003;;;maternité;;;;;;;
CH Jean Pierre Cassabel Castelnaudary - 11;1557;304;;;;chirurgie;fermeture;;;2010;;;chirurgie;;;;;;;
CH Jean Rostand Ivry - 94;72;549;;;;cardiologie rythmologique;transfert;;;2004;;;cardiologie;;;;;;;
CH Jean Rostand Ivry - 94;74;549;;;;maternité;transfert;2009-05-01;;2009;;;maternité;Maternité Niveau 1 - 2200 accouchements = Regroupement sur Kremlin Bicêtre - mai 2009;;;;;;
CH Jean Rostand Ivry - 94;73;549;;;;médecine physique et de réadaptation;fermeture;;;2008;;;médecine;;;;;;;
CH Jean Rostand Ivry - 94;75;549;;;;centre IVG;fermeture;2009-05-01;;2009;;;IVG;;;;;;;
CH Jeanne de Navarre Château-Thierry - 02;624;279;;;;chirurgie;menace;;;2012;;;chirurgie;;;;;;;
CH Jeanne de Navarre Château-Thierry - 02;627;279;;;;maternité;menace;;;2014;;;maternité;;;;;;;
CH Jeanne de Navarre Château-Thierry - 02;628;279;;;;soins intensifs;menace;;;2014;;;;;;;;;;
CH Jeanne de Navarre Château-Thierry - 02;626;279;;;;néonatalogie;menace;;;2014;;;;;;;;;;
CH Jeanne de Navarre Château-Thierry - 02;625;279;;;;soins intensifs;victoire;;;2012;;;;;;;;;;
CH Joigny - 89;1636;393;;;;maternité;fermeture;;;1999;;;maternité;;;;;;;
CH Joigny - 89;1635;393;;;;chirurgie;fermeture;;;1999;;;chirurgie;;;;;;;
CH Joigny - 89;1637;393;;;;réanimation;fermeture;;;1999;;;réanimation;;;;;;;
CH Jonzac - 17;145;457;;;;maternité;fermeture;;;2001;;;maternité;;;;;;;
CH Joseph Ducuing Toulouse - 31;2376;478;;;;urgences;fermeture;;;2019;;;urgences;;;;;;;
CH Joseph Ducuing Toulouse - 31;2377;478;;;;médecine;fermeture;2021-12-01;;2021;;;médecine;décembre 2021;;;;;;
CH Joseph Imbert Arles - 13;198;34;;;;SMUR;interruption;2019-09-01;2019-10-31;2019;;;SMUR;SMUR temporaire sept-oct 2019;;;;;;
CH Joseph Imbert Arles - 13;199;34;;;;SMUR;menace;;;2021;;;SMUR;Menace SMUR et manque de postes 2021;;;;;;
CH L. Boissin Longué-Jumelles 49;3197;962;;;;ULSD;fermeture;;;2024;;;soins de suite et rééducation;USLD - À compter du 1er janvier 2024 les 35 lits de l’unité de soins de longue durée du centre hospitalier de Longué-Jumelles sont transférées au CH de Saumur (Maine-et-Loire), selon une décision publiée au recueil des actes administratifs de la préfecture de région le 28 décembre 2023;;transfert;;;;
CH L. Conte Gramat - 46;2942;403;;;;soins de suite et de rééducation;transfert;;;2019;;;soins de suite et rééducation;;;;;;vers la clinique privée;
CH L. Conte Gramat - 46;669;403;;;;médecine générale;menace;;;2018;;20;médecine;20 lits menacés;;;;;;
CH L. Hussel Vienne - 38;2355;803;;;;médecine;réduction;2021-11-01;;2021;;;médecine;novembre 2021;fermeture de lits;;;;;
CH L. Hussel Vienne - 38;2356;803;;;;chirurgie;réduction;2021-11-01;;2021;;;chirurgie;novembre 2021;fermeture de lits;;;;;
CH L. Hussel Vienne - 38;2357;803;;;;pédiatrie;réduction;2021-11-01;;2021;;;pédiatrie;novembre 2021;fermeture de lits;;;;;
CH L. Jallion Saint-Claude - 39;2274;153;;;;médecine;menace;2019-06-01;;2019;;;médecine;juin 2019;;;;;;
CH L. Jallion Saint-Claude - 39;2275;153;;;;unité de surveillance de courte durée;réouverture;;;2022;;;;;;;Réouverture de l’USCD début 2022;;;
CH L. Jallion Saint-Claude - 39;2272;153;;;;soins de suite et rééducation;réduction;;;2021;8;;soins de suite et rééducation;Réduction SSR de 8 lits fin 2021;fermeture de lits;;;;;
CH L. Jallion Saint-Claude - 39;2271;153;;;;pédiatrie;fermeture;;;2018;;;pédiatrie;été 2018;;;;;;
CH L. Jallion Saint-Claude - 39;2273;153;;;;SMUR;fermeture;2021-12-01;;2021;;;SMUR;;;;;;;
CH L. Jallion Saint-Claude - 39;2269;153;;;;maternité;fermeture;2018-03-01;;2018;;;maternité;mars 2018;;;;;;
CH L. Jallion Saint-Claude - 39;2270;153;;;;chirurgie;fermeture;;;2018;;;chirurgie;été 2018;;;;;;
CH La Châtre - 36;382;385;;;;permanence des soins;menace;;;2019;;;;;;;;;;
CH La Châtre - 36;383;385;;;;soins palliatifs;menace;;;2019;;;;;;;;;;
CH La Châtre - 36;380;385;;;;soins de suite et rééducation;réduction;;;2019;15;;soins de suite et rééducation;Réduction de 15 lits SSR fin 2019;fermeture de lits;;;;;
CH La Châtre - 36;381;385;;;;médecine;réduction;;;2019;10;;médecine;Réduction de 10 lits de médecine fin 2019;fermeture de lits;;;;;
CH La Châtre - 36;379;385;;;;maternité;fermeture;;;1990;;;maternité;;;;;;;
CH La Collégiale Paris 5;2702;902;;;;gériatrie;interruption;2022-06-01;;2022;;;gériatrie;juin 2022. Grave pénurie de personnels en gériatrie;;;;;;
CH La Grafenbourg Brumath - 67;2526;845;;;;psychiatrie;transfert;2006-09-01;;2006;140;;psychiatrie;Fermeture 140 lits de psychiatrie générale transférés à Strasbourg septembre 2006;;;;;;
CH La Guerche – 35;1525;889;;;;chirurgie;réduction;2021-07-01;;2021;10;;chirurgie;;fermeture de lits;;;;;
CH La Guerche – 35;1526;889;;;;médecine;réduction;2021-07-01;;2021;5;;médecine;;fermeture de lits;;;;;
CH La Guerche – 35;1524;889;;;;soins de suite et rééducation;réduction;2021-07-01;;2021;14;;soins de suite et rééducation;;fermeture de lits;;;;;
CH La Guiche;171;643;;;;cuisine;transfert;;;2021;;;services annexes;Transfert cuisine sur Autun 2021;;;;;;
CH La Guiche;170;643;;;;soins de suite et rééducation;réduction;;;2021;;;soins de suite et rééducation;;;;;;;
CH La Mure - 38;2353;276;;;;soins de suite et rééducation;interruption;;;2019;;;soins de suite et rééducation;;;;;;;
CH La Mure - 38;2354;276;;;;urgences de nuit;menace;;;2019;;;urgences;;;;;;;
CH La Mure - 38;2351;276;;;;chirurgie;fermeture;;;2004;;;chirurgie;;;;;;;
CH La Mure - 38;2352;276;;;;bloc opératoire;fermeture;;;2004;;;bloc opératoire;;;;;;;
CH La Mure - 38;2350;276;;;;maternité;fermeture;;;1995;;;maternité;;;;;;;
CH La Risle - Pont Audemer - 27;1628;455;;;;chirurgie ambulatoire;menace;;;2013;;;chirurgie;;;;;;;
CH La Risle - Pont Audemer - 27;1627;455;;;;maternité;fermeture;;;2003;;;maternité;;;;;;;
CH La Risle - Pont Audemer - 27;1629;455;;;;chirurgie;fermeture;;;2014;;;chirurgie;;;;;;;
CH Laennec 7;1616;438;;;;maternité;fermeture;;;2000;;;maternité;;;;;;;
CH Lagny - 77;328;80;;;;stérilisation;privatisation;;;-1;;;;;;;;;;
CH Lagny - 77;329;80;;;;radiologie;privatisation;;;-1;;;imagerie médicale;Radiologie semi-privatisée;;;;;;
CH Lagny - 77;330;80;;;;urgences de nuit;réduction;;;-1;;;urgences;Perte d'activité;;;;;;
CH Lagny - 77;326;80;;;;médecine nucléaire;fermeture;2009-04-01;;2009;;;médecine;avril 2009;;;;;;
CH Lagny - 77;327;80;;;;radiothérapie;fermeture;;;2011;;;;;;;;;;
CH Langres - 52;114;569;;;;maternité;fermeture;;;2016;;;maternité;;;;;;;
CH Langres - 52;115;569;;;;urgences de nuit;fermeture;2019-06-01;;2019;;;urgences;juin 2019;;;;;;
CH Laval - 53;3096;687;;;;urgences;interruption;;;-1;;;urgences;Interruptions des Urgences de nuit en mai 2023, 14 jours touchés dont 8 nuits;;;;;;
CH Laval - 53;2445;687;;;;urgences;interruption;2021-11-01;;2021;;;urgences;Grave crise aux urgences fin 2021-début 2022 : Interruptions Urgences et soins continus en novembre 2021;;;;;;
CH Laval - 53;2446;687;;;;soins continus;interruption;2021-11-01;;2021;;;soins critiques;;;;;;;
CH Laval - 53;2448;687;;;;urgences;interruption;2022-01-01;;2022;;;urgences;Interruption Urgences janvier 2022;;;;;;
CH Laval - 53;2447;687;;;;psychiatrie;menace;;;2021;;;psychiatrie;Menace réduction psychiatrie été 2021;;;;;;
CH Laval - 53;3123;687;;;;urgences de nuit;interruption;;;2023;;;urgences;Fermeture urgences de nuit été 2023 de 18h30 à 8h;;;;;;
CH Laval - 53;3238;687;;;;urgences;réduction;;;2024;;;urgences;Réduction des urgences : régulation imposée en mai 2024.;;;;;;
CH Laval - 53;3277;687;;;;urgences;réduction;;;2024;;;urgences;Urgences à risque fermées début septembre 2024;;;;;;
CH Lavaur - 81;1535;337;;;;chirurgie;fermeture;;2009-05-01;2009;;;chirurgie;Chir -décidée fin 2008 - actée janvier 2009;;;;;;
CH Lavaur - 81;1537;337;;;;urgences de nuit;interruption;2022-04-01;;2022;;;urgences;Interruptions Urgences de nuit avril-mi 2022;;;;;;
CH Lavaur - 81;1539;337;;;;psychiatrie;victoire;;;2019;;;psychiatrie;;;;Succès des mobilisations pour la psychiatrie en 2019;;;
CH Lavaur - 81;1538;337;;;;psychiatrie adulte;menace;;;2021;;;psychiatrie;Grave crise au service de psychiatrie adulte de La Gravette 2021-2022;;;;;;
CH Lavaur - 81;1536;337;;;;endocrinologie;fermeture;;;-1;;;diabétologie;;;;;;;
CH Le Corbusier Firminy - 42;219;163;;;;urgences de nuit;fermeture;;;2015;;;urgences;;;;;;;
CH Le Creusot - 71;2825;215;;;;maternité;menace;;;2022;;;maternité;Maternité au profit d'Autun 2022;;;;;;
CH Le Creusot - 71;2762;215;;;;Site pédiatrie pôle mère-enfant;fermeture;;;2016;;;pédiatrie;menacé depuis 2014;;;;;;
CH Le Fol  Saint Brieuc - 22;1728;299;;;;médecine;victoire;2020-09-01;;-1;;;médecine;;;;;;;
CH Le Fol  Saint Brieuc - 22;1727;299;;;;bloc opératoire;menace;;;2021;;;bloc opératoire;Difficultés au Bloc opératoire 2021;;;;;;
CH Le Fol  Saint Brieuc - 22;1725;299;;;;urgences;menace;;;2018;;;urgences;Crise aux urgences 2018;;;;;;
CH Le Fol  Saint Brieuc - 22;1726;299;;;;urgences;menace;;;2020;;;urgences;Crise aux urgences. Saturation été 2020;;;;;;
CH Le Fol  Saint Brieuc - 22;3214;299;;;;urgences pédiatriques;réduction;;;2024;;;urgences;Réductions des urgences pédiatriques en février 2024. Le passage par le 15 devient obligatoire;;;;;;
CH Le Fol  Saint Brieuc - 22;3241;299;;;;urgences;réduction;;;2024;;;urgences;Urgences fermées et régulation imposée, grève importante en mai 2024;;;;;;
CH Le Secq de Crépy Boulay-Moselle 57;1841;640;;;;chirurgie;fermeture;;;1987;;;chirurgie;;;;;;;
CH Le Secq de Crépy Boulay-Moselle 57;1840;640;;;;maternité;fermeture;;;1987;;;maternité;;;;;;;
CH Le Secq de Crépy Boulay-Moselle 57;1926;640;;;;urgences consultations non programmées;fermeture;;;2015;;;urgences;Urgences CNP – Polyclinique;;;;;;
CH Leclaire Sarlat - 24;1821;17;;;;maternité;maintien;;;2018;;;maternité;;;;;;;
CH Leclaire Sarlat - 24;1823;17;;;;maternité;maintien;;;2021;;;maternité;;;;;;;
CH Leclaire Sarlat - 24;1818;17;;;;maternité;menace;;;2012;;;maternité;;;;;;;
CH Leclaire Sarlat - 24;1819;17;;;;maternité;réduction;;;2015;;;maternité;Maternité 2015-2021 sans directeur;;;;;;
CH Leclaire Sarlat - 24;1816;17;;;;maternité;réduction;2021-12-01;;2021;;;maternité;décembre 2021;;;;;;
CH Leclaire Sarlat - 24;1817;17;;;;urgences;réduction;2022-06-01;;2022;;;urgences;Interruption accueil des urgences juin 2022;;;;;;
